Translator,PoemID,opN,ctN,TotalMatch,Unmatch,ExactMatch,FieldMatch,GroupMatch,AdditionRate,UnmatchRate,TotalMatch_a,Unmatch_a,ExactMatch_a,FieldMatch_a,GroupMatch_a,AdditionRate_a,UnmatchRate_a
kojimaarai,0412,19,41,18,1,10,4,4,0.5609756097560976,0.05263157894736842,15,4,10,2,3,0.6341463414634146,0.21052631578947367
komachiya,0412,19,40,16,3,9,5,2,0.6,0.15789473684210525,15,4,9,3,3,0.625,0.21052631578947367
kubota,0412,19,34,16,3,9,2,5,0.5294117647058824,0.15789473684210525,12,7,9,2,1,0.6470588235294117,0.3684210526315789
kyusojin,0412,19,44,19,0,12,1,6,0.5681818181818181,0.0,14,5,11,1,2,0.6818181818181819,0.2631578947368421
matsuda,0412,19,29,16,3,11,5,0,0.4482758620689655,0.15789473684210525,14,5,11,3,0,0.5172413793103448,0.2631578947368421
okumura,0412,19,40,16,3,10,5,1,0.6,0.15789473684210525,14,5,9,3,2,0.65,0.2631578947368421
ozawa,0412,19,44,18,1,9,5,4,0.5909090909090908,0.05263157894736842,13,6,8,3,2,0.7045454545454546,0.3157894736842105
takeoka,0412,19,28,19,0,12,2,5,0.3214285714285714,0.0,14,5,12,2,0,0.5,0.2631578947368421
kaneko,0413,13,37,11,2,7,1,3,0.7027027027027026,0.15384615384615385,8,5,7,0,1,0.7837837837837838,0.38461538461538464
katagiri,0413,13,33,10,3,7,1,2,0.696969696969697,0.23076923076923078,8,5,7,1,0,0.7575757575757576,0.38461538461538464
kojimaarai,0413,13,20,10,3,6,1,3,0.5,0.23076923076923078,7,6,6,0,1,0.65,0.46153846153846156
komachiya,0413,13,22,10,3,7,1,2,0.5454545454545454,0.23076923076923078,7,6,7,0,0,0.6818181818181819,0.46153846153846156
kubota,0413,13,24,9,4,6,1,2,0.625,0.3076923076923077,6,7,6,0,0,0.75,0.5384615384615384
kyusojin,0413,13,36,9,4,5,2,2,0.75,0.3076923076923077,8,5,4,2,2,0.7777777777777778,0.38461538461538464
matsuda,0413,13,18,9,4,6,1,2,0.5,0.3076923076923077,6,7,6,0,0,0.6666666666666667,0.5384615384615384
okumura,0413,13,34,10,3,4,1,5,0.7058823529411764,0.23076923076923078,7,6,4,1,2,0.7941176470588236,0.46153846153846156
ozawa,0413,13,31,7,6,3,2,2,0.7741935483870968,0.46153846153846156,5,8,3,1,1,0.8387096774193549,0.6153846153846154
takeoka,0413,13,24,9,4,8,1,0,0.625,0.3076923076923077,7,6,7,0,0,0.7083333333333333,0.46153846153846156
kaneko,0414,18,33,16,2,10,3,3,0.5151515151515151,0.1111111111111111,13,5,8,3,2,0.6060606060606061,0.2777777777777778
katagiri,0414,18,36,16,2,8,3,5,0.5555555555555556,0.1111111111111111,14,4,8,3,3,0.6111111111111112,0.2222222222222222
kojimaarai,0414,18,32,18,0,9,2,7,0.4375,0.0,13,5,8,2,3,0.59375,0.2777777777777778
komachiya,0414,18,28,16,2,7,2,7,0.4285714285714286,0.1111111111111111,11,7,6,2,3,0.6071428571428572,0.3888888888888889
kubota,0414,18,29,12,6,7,2,3,0.5862068965517242,0.3333333333333333,10,8,7,2,1,0.6551724137931034,0.4444444444444444
kyusojin,0414,18,34,14,4,7,1,6,0.5882352941176471,0.2222222222222222,10,8,6,1,3,0.7058823529411764,0.4444444444444444
matsuda,0414,18,32,17,1,9,2,6,0.46875,0.05555555555555555,11,7,7,2,2,0.65625,0.3888888888888889
okumura,0414,18,29,17,1,9,2,6,0.4137931034482759,0.05555555555555555,11,7,6,2,3,0.6206896551724138,0.3888888888888889
ozawa,0414,18,37,14,4,5,3,6,0.6216216216216216,0.2222222222222222,10,8,5,3,2,0.7297297297297297,0.4444444444444444
takeoka,0414,18,30,16,2,8,3,5,0.4666666666666667,0.1111111111111111,13,5,7,3,3,0.5666666666666667,0.2777777777777778
kaneko,0415,16,37,13,3,7,3,3,0.6486486486486487,0.1875,9,7,5,3,1,0.7567567567567568,0.4375
katagiri,0415,16,40,15,1,7,3,5,0.625,0.0625,11,5,6,3,2,0.725,0.3125
kojimaarai,0415,16,32,10,6,6,2,2,0.6875,0.375,8,8,5,2,1,0.75,0.5
komachiya,0415,16,36,13,3,7,4,2,0.6388888888888888,0.1875,10,6,5,4,1,0.7222222222222222,0.375
kubota,0415,16,29,14,2,9,3,2,0.5172413793103448,0.125,13,3,7,3,3,0.5517241379310345,0.1875
kyusojin,0415,16,28,15,1,8,4,3,0.4642857142857143,0.0625,13,3,7,4,2,0.5357142857142857,0.1875
matsuda,0415,16,22,14,2,6,3,5,0.36363636363636365,0.125,10,6,5,3,2,0.5454545454545454,0.375
okumura,0415,16,28,13,3,7,4,2,0.5357142857142857,0.1875,10,6,6,4,0,0.6428571428571428,0.375
ozawa,0415,16,41,14,2,7,3,4,0.6585365853658536,0.125,9,7,6,1,2,0.7804878048780488,0.4375
takeoka,0415,16,40,15,1,8,4,3,0.625,0.0625,14,2,7,4,3,0.65,0.125
kaneko,0416,18,34,14,4,10,2,2,0.5882352941176471,0.2222222222222222,12,6,7,2,3,0.6470588235294117,0.3333333333333333
katagiri,0416,18,31,11,7,8,1,2,0.6451612903225806,0.3888888888888889,8,10,5,1,2,0.7419354838709677,0.5555555555555556
kojimaarai,0416,18,41,15,3,12,2,1,0.6341463414634146,0.16666666666666666,14,4,10,2,2,0.6585365853658536,0.2222222222222222
komachiya,0416,18,28,14,4,10,2,2,0.5,0.2222222222222222,14,4,9,2,3,0.5,0.2222222222222222
kubota,0416,18,22,10,8,6,1,3,0.5454545454545454,0.4444444444444444,9,9,4,1,4,0.5909090909090908,0.5
kyusojin,0416,18,26,12,6,7,2,3,0.5384615384615384,0.3333333333333333,11,7,6,2,3,0.5769230769230769,0.3888888888888889
matsuda,0416,18,28,14,4,10,2,2,0.5,0.2222222222222222,14,4,9,2,3,0.5,0.2222222222222222
okumura,0416,18,20,12,6,7,2,3,0.4,0.3333333333333333,11,7,6,2,3,0.44999999999999996,0.3888888888888889
ozawa,0416,18,33,11,7,8,1,2,0.6666666666666667,0.3888888888888889,10,8,7,1,2,0.696969696969697,0.4444444444444444
takeoka,0416,18,21,14,4,10,2,2,0.33333333333333337,0.2222222222222222,13,5,9,2,2,0.38095238095238093,0.2777777777777778
kaneko,0417,15,57,13,2,11,0,2,0.7719298245614035,0.13333333333333333,10,5,9,0,1,0.8245614035087719,0.3333333333333333
katagiri,0417,15,41,12,3,9,1,2,0.7073170731707317,0.2,9,6,7,1,1,0.7804878048780488,0.4
kojimaarai,0417,15,43,12,3,10,1,1,0.7209302325581395,0.2,10,5,8,1,1,0.7674418604651163,0.3333333333333333
komachiya,0417,15,37,12,3,9,1,2,0.6756756756756757,0.2,8,7,7,0,1,0.7837837837837838,0.4666666666666667
kubota,0417,15,23,12,3,8,2,2,0.4782608695652174,0.2,9,6,7,2,0,0.6086956521739131,0.4
kyusojin,0417,15,27,12,3,7,1,4,0.5555555555555556,0.2,8,7,6,1,1,0.7037037037037037,0.4666666666666667
matsuda,0417,15,21,11,4,8,0,3,0.47619047619047616,0.26666666666666666,9,6,7,0,2,0.5714285714285714,0.4
okumura,0417,15,50,12,3,8,2,2,0.76,0.2,8,7,5,2,1,0.84,0.4666666666666667
ozawa,0417,15,44,12,3,9,1,2,0.7272727272727273,0.2,8,7,7,0,1,0.8181818181818181,0.4666666666666667
takeoka,0417,15,36,13,2,10,2,1,0.6388888888888888,0.13333333333333333,10,5,8,1,1,0.7222222222222222,0.3333333333333333
kaneko,0418,13,43,9,4,5,3,1,0.7906976744186046,0.3076923076923077,8,5,4,3,1,0.813953488372093,0.38461538461538464
katagiri,0418,13,29,10,3,5,5,0,0.6551724137931034,0.23076923076923078,10,3,5,5,0,0.6551724137931034,0.23076923076923078
kojimaarai,0418,13,35,10,3,5,5,0,0.7142857142857143,0.23076923076923078,10,3,5,5,0,0.7142857142857143,0.23076923076923078
komachiya,0418,13,40,11,2,4,6,1,0.725,0.15384615384615385,10,3,4,6,0,0.75,0.23076923076923078
kubota,0418,13,28,10,3,6,4,0,0.6428571428571428,0.23076923076923078,10,3,6,4,0,0.6428571428571428,0.23076923076923078
kyusojin,0418,13,30,10,3,5,5,0,0.6666666666666667,0.23076923076923078,10,3,5,5,0,0.6666666666666667,0.23076923076923078
matsuda,0418,13,33,9,4,4,5,0,0.7272727272727273,0.3076923076923077,8,5,3,5,0,0.7575757575757576,0.38461538461538464
okumura,0418,13,33,7,6,4,3,0,0.7878787878787878,0.46153846153846156,5,8,1,4,0,0.8484848484848485,0.6153846153846154
ozawa,0418,13,38,9,4,5,4,0,0.7631578947368421,0.3076923076923077,7,6,3,4,0,0.8157894736842105,0.46153846153846156
takeoka,0418,13,26,11,2,5,5,1,0.5769230769230769,0.15384615384615385,11,2,5,5,1,0.5769230769230769,0.15384615384615385
kaneko,0419,19,45,18,1,12,2,4,0.6,0.05263157894736842,15,4,12,2,1,0.6666666666666667,0.21052631578947367
katagiri,0419,19,31,18,1,10,3,5,0.4193548387096774,0.05263157894736842,15,4,10,3,2,0.5161290322580645,0.21052631578947367
kojimaarai,0419,19,38,16,3,10,3,3,0.5789473684210527,0.15789473684210525,14,5,9,2,3,0.631578947368421,0.2631578947368421
komachiya,0419,19,34,16,3,10,3,3,0.5294117647058824,0.15789473684210525,14,5,10,3,1,0.5882352941176471,0.2631578947368421
kubota,0419,19,36,19,0,12,4,3,0.4722222222222222,0.0,16,3,12,3,1,0.5555555555555556,0.15789473684210525
kyusojin,0419,19,34,17,2,10,3,4,0.5,0.10526315789473684,13,6,10,2,1,0.6176470588235294,0.3157894736842105
matsuda,0419,19,25,15,4,10,3,2,0.4,0.21052631578947367,13,6,10,3,0,0.48,0.3157894736842105
okumura,0419,19,36,17,2,10,3,4,0.5277777777777778,0.10526315789473684,13,6,10,2,1,0.6388888888888888,0.3157894736842105
ozawa,0419,19,48,17,2,10,3,4,0.6458333333333333,0.10526315789473684,11,8,7,2,2,0.7708333333333334,0.42105263157894735
takeoka,0419,19,26,18,1,11,3,4,0.3076923076923077,0.05263157894736842,14,5,11,3,0,0.46153846153846156,0.2631578947368421
kaneko,0420,13,57,10,3,7,0,3,0.8245614035087719,0.23076923076923078,8,5,7,0,1,0.8596491228070176,0.38461538461538464
katagiri,0420,13,41,10,3,6,1,3,0.7560975609756098,0.23076923076923078,8,5,6,1,1,0.8048780487804879,0.38461538461538464
kojimaarai,0420,13,39,10,3,6,1,3,0.7435897435897436,0.23076923076923078,7,6,5,1,1,0.8205128205128205,0.46153846153846156
komachiya,0420,13,40,9,4,6,0,3,0.775,0.3076923076923077,8,5,6,0,2,0.8,0.38461538461538464
kubota,0420,13,32,9,4,6,0,3,0.71875,0.3076923076923077,8,5,6,0,2,0.75,0.38461538461538464
kyusojin,0420,13,45,9,4,5,1,3,0.8,0.3076923076923077,7,6,5,1,1,0.8444444444444444,0.46153846153846156
matsuda,0420,13,46,9,4,4,1,4,0.8043478260869565,0.3076923076923077,5,8,4,1,0,0.8913043478260869,0.6153846153846154
okumura,0420,13,47,8,5,4,1,3,0.8297872340425532,0.38461538461538464,7,6,4,1,2,0.851063829787234,0.46153846153846156
ozawa,0420,13,52,8,5,4,1,3,0.8461538461538461,0.38461538461538464,7,6,4,1,2,0.8653846153846154,0.46153846153846156
takeoka,0420,13,27,10,3,7,0,3,0.6296296296296297,0.23076923076923078,7,6,7,0,0,0.7407407407407407,0.46153846153846156
kaneko,0421,19,74,13,6,9,0,4,0.8243243243243243,0.3157894736842105,11,8,8,0,3,0.8513513513513513,0.42105263157894735
katagiri,0421,19,57,13,6,10,0,3,0.7719298245614035,0.3157894736842105,10,9,8,0,2,0.8245614035087719,0.47368421052631576
kojimaarai,0421,19,44,13,6,9,0,4,0.7045454545454546,0.3157894736842105,10,9,8,0,2,0.7727272727272727,0.47368421052631576
komachiya,0421,19,43,14,5,11,0,3,0.6744186046511628,0.2631578947368421,11,8,10,0,1,0.7441860465116279,0.42105263157894735
kubota,0421,19,48,15,4,12,0,3,0.6875,0.21052631578947367,13,6,12,0,1,0.7291666666666667,0.3157894736842105
kyusojin,0421,19,61,15,4,12,0,3,0.7540983606557377,0.21052631578947367,11,8,8,0,3,0.819672131147541,0.42105263157894735
matsuda,0421,19,47,13,6,10,0,3,0.7234042553191489,0.3157894736842105,10,9,8,0,2,0.7872340425531915,0.47368421052631576
okumura,0421,19,75,15,4,11,0,4,0.8,0.21052631578947367,10,9,8,0,2,0.8666666666666667,0.47368421052631576
ozawa,0421,19,46,11,8,7,0,4,0.7608695652173914,0.42105263157894735,6,13,3,0,3,0.8695652173913043,0.6842105263157895
takeoka,0421,19,41,15,4,11,1,3,0.6341463414634146,0.21052631578947367,13,6,11,1,1,0.6829268292682926,0.3157894736842105
kaneko,0422,17,37,16,1,8,4,4,0.5675675675675675,0.058823529411764705,14,3,6,4,4,0.6216216216216216,0.17647058823529413
katagiri,0422,17,39,16,1,9,2,5,0.5897435897435898,0.058823529411764705,15,2,9,2,4,0.6153846153846154,0.11764705882352941
kojimaarai,0422,17,29,16,1,6,2,8,0.4482758620689655,0.058823529411764705,12,5,6,2,4,0.5862068965517242,0.29411764705882354
komachiya,0422,17,32,15,2,7,2,6,0.53125,0.11764705882352941,10,7,7,2,1,0.6875,0.4117647058823529
kubota,0422,17,27,17,0,11,3,3,0.37037037037037035,0.0,16,1,10,3,3,0.40740740740740744,0.058823529411764705
kyusojin,0422,17,30,15,2,5,2,8,0.5,0.11764705882352941,9,8,5,2,2,0.7,0.47058823529411764
matsuda,0422,17,44,15,2,6,2,7,0.6590909090909092,0.11764705882352941,13,4,6,2,5,0.7045454545454546,0.23529411764705882
okumura,0422,17,30,15,2,7,1,7,0.5,0.11764705882352941,10,7,7,1,2,0.6666666666666667,0.4117647058823529
ozawa,0422,17,39,14,3,7,1,6,0.641025641025641,0.17647058823529413,8,9,4,0,4,0.7948717948717949,0.5294117647058824
takeoka,0422,17,36,15,2,8,2,5,0.5833333333333333,0.11764705882352941,12,5,8,2,2,0.6666666666666667,0.29411764705882354
kaneko,0423,17,36,10,7,8,2,0,0.7222222222222222,0.4117647058823529,9,8,6,2,1,0.75,0.47058823529411764
katagiri,0423,17,36,10,7,5,2,3,0.7222222222222222,0.4117647058823529,7,10,4,1,2,0.8055555555555556,0.5882352941176471
kojimaarai,0423,17,39,10,7,7,2,1,0.7435897435897436,0.4117647058823529,8,9,7,0,1,0.7948717948717949,0.5294117647058824
komachiya,0423,17,31,13,4,8,2,3,0.5806451612903225,0.23529411764705882,12,5,8,1,3,0.6129032258064516,0.29411764705882354
kubota,0423,17,29,11,6,6,3,2,0.6206896551724138,0.35294117647058826,9,8,6,1,2,0.6896551724137931,0.47058823529411764
kyusojin,0423,17,38,14,3,9,1,4,0.631578947368421,0.17647058823529413,12,5,9,0,3,0.6842105263157895,0.29411764705882354
matsuda,0423,17,39,13,4,7,3,3,0.6666666666666667,0.23529411764705882,11,6,7,2,2,0.717948717948718,0.35294117647058826
okumura,0423,17,41,12,5,7,1,4,0.7073170731707317,0.29411764705882354,9,8,6,0,3,0.7804878048780488,0.47058823529411764
ozawa,0423,17,54,12,5,8,1,3,0.7777777777777778,0.29411764705882354,7,10,4,0,3,0.8703703703703703,0.5882352941176471
takeoka,0423,17,37,14,3,8,2,4,0.6216216216216216,0.17647058823529413,12,5,8,1,3,0.6756756756756757,0.29411764705882354
kaneko,0424,17,35,15,2,12,0,3,0.5714285714285714,0.11764705882352941,10,7,10,0,0,0.7142857142857143,0.4117647058823529
katagiri,0424,17,32,14,3,7,0,7,0.5625,0.17647058823529413,12,5,7,0,5,0.625,0.29411764705882354
kojimaarai,0424,17,34,13,4,11,0,2,0.6176470588235294,0.23529411764705882,12,5,10,0,2,0.6470588235294117,0.29411764705882354
komachiya,0424,17,37,14,3,9,2,3,0.6216216216216216,0.17647058823529413,13,4,9,1,3,0.6486486486486487,0.23529411764705882
kubota,0424,17,33,13,4,11,2,0,0.6060606060606061,0.23529411764705882,11,6,8,2,1,0.6666666666666667,0.35294117647058826
kyusojin,0424,17,39,13,4,12,0,1,0.6666666666666667,0.23529411764705882,12,5,10,0,2,0.6923076923076923,0.29411764705882354
matsuda,0424,17,40,13,4,9,1,3,0.675,0.23529411764705882,11,6,8,0,3,0.725,0.35294117647058826
okumura,0424,17,35,12,5,8,0,4,0.6571428571428571,0.29411764705882354,11,6,8,0,3,0.6857142857142857,0.35294117647058826
ozawa,0424,17,39,12,5,7,1,4,0.6923076923076923,0.29411764705882354,10,7,5,1,4,0.7435897435897436,0.4117647058823529
takeoka,0424,17,31,13,4,8,1,4,0.5806451612903225,0.23529411764705882,12,5,8,1,3,0.6129032258064516,0.29411764705882354
kaneko,0425,17,55,14,3,9,2,3,0.7454545454545455,0.17647058823529413,9,8,6,1,2,0.8363636363636364,0.47058823529411764
katagiri,0425,17,46,13,4,10,0,3,0.7173913043478262,0.23529411764705882,12,5,9,0,3,0.7391304347826086,0.29411764705882354
kojimaarai,0425,17,46,11,6,8,0,3,0.7608695652173914,0.35294117647058826,10,7,7,0,3,0.782608695652174,0.4117647058823529
komachiya,0425,17,32,11,6,7,2,2,0.65625,0.35294117647058826,8,9,6,1,1,0.75,0.5294117647058824
kubota,0425,17,41,12,5,10,0,2,0.7073170731707317,0.29411764705882354,10,7,9,0,1,0.7560975609756098,0.4117647058823529
kyusojin,0425,17,49,12,5,8,0,4,0.7551020408163265,0.29411764705882354,9,8,6,1,2,0.8163265306122449,0.47058823529411764
matsuda,0425,17,39,12,5,8,1,3,0.6923076923076923,0.29411764705882354,9,8,7,0,2,0.7692307692307692,0.47058823529411764
okumura,0425,17,42,11,6,7,1,3,0.7380952380952381,0.35294117647058826,7,10,6,0,1,0.8333333333333334,0.5882352941176471
ozawa,0425,17,46,12,5,8,1,3,0.7391304347826086,0.29411764705882354,7,10,5,1,1,0.8478260869565217,0.5882352941176471
takeoka,0425,17,44,11,6,10,0,1,0.75,0.35294117647058826,10,7,8,1,1,0.7727272727272727,0.4117647058823529
kaneko,0426,16,37,11,5,6,2,3,0.7027027027027026,0.3125,10,6,6,2,2,0.7297297297297297,0.375
katagiri,0426,16,38,12,4,7,2,3,0.6842105263157895,0.25,12,4,7,2,3,0.6842105263157895,0.25
kojimaarai,0426,16,43,11,5,5,2,4,0.7441860465116279,0.3125,9,7,5,2,2,0.7906976744186046,0.4375
komachiya,0426,16,31,12,4,4,2,6,0.6129032258064516,0.25,8,8,3,2,3,0.7419354838709677,0.5
kubota,0426,16,38,11,5,5,2,4,0.7105263157894737,0.3125,10,6,5,2,3,0.736842105263158,0.375
kyusojin,0426,16,37,13,3,6,2,5,0.6486486486486487,0.1875,10,6,5,1,4,0.7297297297297297,0.375
matsuda,0426,16,38,11,5,4,3,4,0.7105263157894737,0.3125,9,7,3,3,3,0.7631578947368421,0.4375
okumura,0426,16,39,11,5,3,3,5,0.717948717948718,0.3125,7,9,1,3,3,0.8205128205128205,0.5625
ozawa,0426,16,43,10,6,3,2,5,0.7674418604651163,0.375,7,9,3,2,2,0.8372093023255813,0.5625
takeoka,0426,16,40,11,5,6,2,3,0.725,0.3125,9,7,6,1,2,0.775,0.4375
kaneko,0427,18,36,15,3,12,1,2,0.5833333333333333,0.16666666666666666,12,6,10,1,1,0.6666666666666667,0.3333333333333333
katagiri,0427,18,39,14,4,11,0,3,0.641025641025641,0.2222222222222222,12,6,10,0,2,0.6923076923076923,0.3333333333333333
kojimaarai,0427,18,29,16,2,12,2,2,0.4482758620689655,0.1111111111111111,14,4,11,2,1,0.5172413793103448,0.2222222222222222
komachiya,0427,18,29,14,4,11,2,1,0.5172413793103448,0.2222222222222222,13,5,10,2,1,0.5517241379310345,0.2777777777777778
kubota,0427,18,33,15,3,11,2,2,0.5454545454545454,0.16666666666666666,13,5,10,2,1,0.6060606060606061,0.2777777777777778
kyusojin,0427,18,32,15,3,13,1,1,0.53125,0.16666666666666666,14,4,12,1,1,0.5625,0.2222222222222222
matsuda,0427,18,49,14,4,11,0,3,0.7142857142857143,0.2222222222222222,11,7,10,0,1,0.7755102040816326,0.3888888888888889
okumura,0427,18,38,14,4,12,1,1,0.631578947368421,0.2222222222222222,13,5,11,0,2,0.6578947368421053,0.2777777777777778
ozawa,0427,18,44,12,6,9,1,2,0.7272727272727273,0.3333333333333333,9,9,6,0,3,0.7954545454545454,0.5
takeoka,0427,18,27,16,2,12,2,2,0.40740740740740744,0.1111111111111111,14,4,12,2,0,0.4814814814814815,0.2222222222222222
kaneko,0428,16,34,11,5,8,1,2,0.6764705882352942,0.3125,9,7,7,1,1,0.7352941176470589,0.4375
katagiri,0428,16,28,13,3,9,0,4,0.5357142857142857,0.1875,8,8,7,0,1,0.7142857142857143,0.5
kojimaarai,0428,16,26,12,4,6,0,6,0.5384615384615384,0.25,8,8,5,0,3,0.6923076923076923,0.5
komachiya,0428,16,24,12,4,7,0,5,0.5,0.25,7,9,4,0,3,0.7083333333333333,0.5625
kubota,0428,16,31,12,4,7,0,5,0.6129032258064516,0.25,6,10,6,0,0,0.8064516129032258,0.625
kyusojin,0428,16,24,12,4,7,0,5,0.5,0.25,6,10,5,0,1,0.75,0.625
matsuda,0428,16,29,11,5,7,1,3,0.6206896551724138,0.3125,9,7,6,1,2,0.6896551724137931,0.4375
okumura,0428,16,22,12,4,7,0,5,0.4545454545454546,0.25,6,10,5,0,1,0.7272727272727273,0.625
ozawa,0428,16,31,13,3,7,0,6,0.5806451612903225,0.1875,6,10,5,0,1,0.8064516129032258,0.625
takeoka,0428,16,32,10,6,7,2,1,0.6875,0.375,8,8,5,1,2,0.75,0.5
kaneko,0429,15,29,13,2,11,0,2,0.5517241379310345,0.13333333333333333,9,6,8,0,1,0.6896551724137931,0.4
katagiri,0429,15,23,13,2,9,1,3,0.4347826086956522,0.13333333333333333,11,4,8,1,2,0.5217391304347826,0.26666666666666666
kojimaarai,0429,15,23,9,6,7,1,1,0.6086956521739131,0.4,7,8,6,1,0,0.6956521739130435,0.5333333333333333
komachiya,0429,15,22,10,5,7,0,3,0.5454545454545454,0.3333333333333333,7,8,6,0,1,0.6818181818181819,0.5333333333333333
kubota,0429,15,23,11,4,7,1,3,0.5217391304347826,0.26666666666666666,8,7,6,1,1,0.6521739130434783,0.4666666666666667
kyusojin,0429,15,30,10,5,7,1,2,0.6666666666666667,0.3333333333333333,9,6,6,1,2,0.7,0.4
matsuda,0429,15,29,13,2,8,1,4,0.5517241379310345,0.13333333333333333,8,7,5,1,2,0.7241379310344828,0.4666666666666667
okumura,0429,15,26,9,6,6,2,1,0.6538461538461539,0.4,8,7,3,2,3,0.6923076923076923,0.4666666666666667
ozawa,0429,15,36,11,4,5,3,3,0.6944444444444444,0.26666666666666666,8,7,3,2,3,0.7777777777777778,0.4666666666666667
takeoka,0429,15,16,9,6,6,1,2,0.4375,0.4,8,7,6,1,1,0.5,0.4666666666666667
kaneko,0430,17,32,12,5,9,2,1,0.625,0.29411764705882354,11,6,7,2,2,0.65625,0.35294117647058826
katagiri,0430,17,36,13,4,9,1,3,0.6388888888888888,0.23529411764705882,9,8,6,0,3,0.75,0.47058823529411764
kojimaarai,0430,17,26,10,7,6,1,3,0.6153846153846154,0.4117647058823529,7,10,5,0,2,0.7307692307692308,0.5882352941176471
komachiya,0430,17,26,13,4,7,2,4,0.5,0.23529411764705882,7,10,5,1,1,0.7307692307692308,0.5882352941176471
kubota,0430,17,26,11,6,8,0,3,0.5769230769230769,0.35294117647058826,7,10,5,0,2,0.7307692307692308,0.5882352941176471
kyusojin,0430,17,17,5,12,2,0,3,0.7058823529411764,0.7058823529411765,3,14,2,0,1,0.8235294117647058,0.8235294117647058
matsuda,0430,17,27,11,6,6,1,4,0.5925925925925926,0.35294117647058826,5,12,5,0,0,0.8148148148148149,0.7058823529411765
okumura,0430,17,27,12,5,6,2,4,0.5555555555555556,0.29411764705882354,6,11,4,0,2,0.7777777777777778,0.6470588235294118
ozawa,0430,17,30,11,6,7,0,4,0.6333333333333333,0.35294117647058826,8,9,6,0,2,0.7333333333333334,0.5294117647058824
takeoka,0430,17,29,13,4,7,2,4,0.5517241379310345,0.23529411764705882,11,6,7,2,2,0.6206896551724138,0.35294117647058826
kaneko,0431,18,32,18,0,10,0,8,0.4375,0.0,12,6,8,0,4,0.625,0.3333333333333333
katagiri,0431,18,49,16,2,8,0,8,0.6734693877551021,0.1111111111111111,14,4,8,0,6,0.7142857142857143,0.2222222222222222
kojimaarai,0431,18,30,17,1,9,0,8,0.43333333333333335,0.05555555555555555,13,5,7,0,6,0.5666666666666667,0.2777777777777778
komachiya,0431,18,21,16,2,8,0,8,0.23809523809523814,0.1111111111111111,12,6,8,0,4,0.4285714285714286,0.3333333333333333
kubota,0431,18,26,17,1,7,1,9,0.34615384615384615,0.05555555555555555,14,4,7,1,6,0.46153846153846156,0.2222222222222222
kyusojin,0431,18,28,16,2,11,0,5,0.4285714285714286,0.1111111111111111,13,5,7,0,6,0.5357142857142857,0.2777777777777778
matsuda,0431,18,25,17,1,8,0,9,0.31999999999999995,0.05555555555555555,11,7,8,0,3,0.56,0.3888888888888889
okumura,0431,18,19,15,3,7,0,8,0.21052631578947367,0.16666666666666666,11,7,7,0,4,0.42105263157894735,0.3888888888888889
ozawa,0431,18,37,17,1,9,0,8,0.5405405405405406,0.05555555555555555,13,5,8,0,5,0.6486486486486487,0.2777777777777778
takeoka,0431,18,27,16,2,9,0,7,0.40740740740740744,0.1111111111111111,12,6,9,0,3,0.5555555555555556,0.3333333333333333
kaneko,0432,17,27,15,2,11,1,3,0.4444444444444444,0.11764705882352941,8,9,6,1,1,0.7037037037037037,0.5294117647058824
katagiri,0432,17,29,12,5,8,1,3,0.5862068965517242,0.29411764705882354,9,8,8,1,0,0.6896551724137931,0.47058823529411764
kojimaarai,0432,17,28,13,4,8,1,4,0.5357142857142857,0.23529411764705882,10,7,6,1,3,0.6428571428571428,0.4117647058823529
