: | 
01:000108 | 花のちることやわひしき春霞立田の山の鴬のこゑ
01:000995:0004 A00 BG-01-5620-01-2400 02 ゆふつけとり 木綿付鳥 ゆふつけどり 木綿付鳥 ゆふつけどり 
01:000995:0005 A00 BG-08-0065-14-0400 65 か か か か か 
01:000995:0006 B00 BG-01-4220-06-0800 02 唐衣 唐衣 からころも 唐衣 からころも 
01:000995:0006 C00 BG-01-2590-02-0600 02 唐 唐 から 唐 から 
01:000995:0006 C01 BG-01-4220-02-0200 02 衣 衣 ごろも 衣 ごろも 
01:000995:0007 A00 CH-29-0000-00-1800 11 たつた 立田 たつた 立田 たつた 
01:000995:0008 A00 BG-08-0061-07-0100 61 の の の の の 
01:000995:0009 A00 BG-01-5240-05-0100 02 山 山 やま 山 やま 
01:000995:0010 A00 BG-08-0061-05-0100 61 に に に に に 
01:000995:0011 A00 BG-02-1570-01-0100 47 おり 折る をる 折り をり 
01:000995:0012 A00 BG-02-1523-07-0600 47 はへ 延ふ はふ 延へ はへ 
01:000995:0012 A10 BG-02-1581-03-0203 47 はへ 延ふ はふ 延へ はへ 
01:000995:0013 A00 BG-08-0064-16-0100 64 て て て て て 
01:000995:0014 A00 BG-02-3030-03-0100 47 なく 鳴く なく 鳴く なく 
01:001002 | ちはやふる神のみよゝりくれ竹の世々にもたえすあまひこのをとはの山のはるかすみおもひみたれてさみたれの空もとゝろにさよふけて山ほとゝきすなくことにたれもねさめてからにしきたつたの山のもみちはを見てのみしのふ
01:001002:0001 A00 BG-01-5151-01-1600 02 ち 千 ち 千 ち 
01:001002:0002 A00 BG-03-1940-01-0102 51 はや 早し はやし 早 はや 
01:001002:0003 A00 BG-02-1511-02-0200 47 ふる 振る ふる 振る ふる 
01:001002:0004 A00 BG-01-2030-01-0300 02 神 神 かみ 神 かみ 
01:001002:0005 A00 BG-08-0061-07-0100 61 の の の の の 
01:001002:0006 A00 BG-01-1623-05-0300 02 みよ 御代 みよ 御代 みよ 
01:001002:0007 A00 BG-01-1670-03-0305 61 ゝり より より より より 
01:001002:0007 A10 BG-08-0061-01-0200 61 ゝり より より より より 
01:001002:0008 A00 BG-01-5520-32-4100 02 くれ竹 呉竹 くれたけ 呉竹 くれたけ 
01:001002:0009 A00 BG-08-0061-07-0100 61 の の の の の 
01:001002:0010 A00 BG-01-2610-01-1300 02 世々 世世 よよ 世世 よよ 
01:001002:0011 A00 BG-08-0061-05-0100 61 に に に に に 
01:001002:0012 A00 BG-08-0065-08-0100 65 も も も も も 
01:001002:0013 A00 BG-02-1240-04-0101 47 たえ 絶ゆ たゆ 絶え たえ 
01:001002:0014 A00 BG-03-1200-02-0800 74 す ず ず ず ず 
01:001002:0014 A10 BG-09-0010-01-0100 74 す ず ず ず ず 
01:001002:0015 A00 BG-01-5030-03-0500 02 あまひこ 天彦 あまびこ 天彦 あまびこ 
01:001002:0016 A00 BG-08-0061-07-0100 61 の の の の の 
01:001002:0017 A00 CH-26-0000-00-0400 11 をとは 音羽 おとは 音羽 おとは 
01:001002:0018 A00 BG-08-0061-07-0100 61 の の の の の 
01:001002:0019 A00 BG-01-5240-05-0100 02 山 山 やま 山 やま 
01:001002:0020 A00 BG-08-0061-07-0100 61 の の の の の 
01:001002:0021 B00 BG-01-5152-09-0400 02 はるかすみ 春霞 はるがすみ 春霞 はるがすみ 
01:001002:0021 C00 BG-01-1624-02-0100 16 春 春 はる 春 はる 
01:001002:0021 C01 BG-01-5152-09-0100 02 霞 霞 かすみ 霞 かすみ 
01:001002:0022 A00 BG-02-3060-01-0101 47 おもひ 思ふ おもふ 思ひ おもひ 
01:001002:0023 A00 BG-02-1300-03-0100 47 みたれ 乱る みだる 乱れ みだれ 
01:001002:0024 A00 BG-08-0064-16-0100 64 て て て て て 
01:001002:0025 A00 BG-01-5153-04-0300 02 さみたれ 五月雨 さみだれ 五月雨 さみだれ 
01:001002:0026 A00 BG-08-0061-07-0100 61 の の の の の 
01:001002:0027 A00 BG-01-5200-02-0100 02 空 空 そら 空 そら 
01:001002:0028 A00 BG-08-0065-08-0100 65 も も も も も 
01:001002:0029 A00 BG-03-5030-03-1200 55 とゝろに 轟に とどろに 轟に とどろに 
01:001002:0030 B00 BG-01-1635-05-2801 02 さよ 小夜 さよ 小夜 さよ 
01:001002:0030 C00 BG-05-0060-01-0100 42 小 小 さ 小 さ 
01:001002:0030 C01 BG-01-1635-05-0400 02 夜 夜 よる 夜 よる 
01:001002:0031 A00 BG-02-5810-06-0901 47 ふけ 更く ふく 更け ふけ 
01:001002:0032 A00 BG-08-0064-16-0100 64 て て て て て 
01:001002:0033 B00 BG-01-5620-02-2001 02 山ほとゝきす 山時鳥 やまほととぎす 山時鳥 やまほととぎす 
01:001002:0033 C00 BG-01-5240-05-0100 02 山 山 やま 山 やま 
01:001002:0033 C01 BG-01-5620-02-1902 02 郭公 郭公 ほととぎす 郭公 ほととぎす 
01:001002:0034 A00 BG-02-3030-03-0100 47 なく 鳴く なく 鳴く なく 
01:001002:0035 A00 BG-01-1613-01-0200 28 こと 毎 ごと 毎 ごと 
01:001002:0036 A00 BG-08-0061-05-0100 61 に に に に に 
01:001002:0037 A00 BG-01-2000-06-0100 14 たれ 誰 たれ 誰 たれ 
01:001002:0038 A00 BG-08-0065-08-0100 65 も も も も も 
01:001002:0039 A00 BG-02-1513-04-0302 47 ね 寝 ぬ 寝 ね 
01:001002:0039 A10 BG-02-3000-11-0100 47 ね 寝 ぬ 寝 ね 
01:001002:0040 A00 BG-02-3000-11-1102 47 さめ 覚む さむ 覚め さめ 
01:001002:0041 A00 BG-08-0064-16-0100 64 て て て て て 
01:001002:0042 B00 BG-01-4201-03-0500 02 からにしき 唐錦 からにしき 唐錦 からにしき 
01:001002:0042 C00 BG-01-2590-02-0600 02 唐 唐 から 唐 から 
01:001002:0042 C01 BG-01-4201-03-0100 02 錦 錦 にしき 錦 にしき 
01:001002:0043 A00 CH-29-0000-00-1800 11 たつた 立田 たつた 立田 たつた 
01:001002:0044 A00 BG-08-0061-07-0100 61 の の の の の 
01:001002:0045 A00 BG-01-5240-05-0100 02 山 山 やま 山 やま 
01:001002:0046 A00 BG-08-0061-07-0100 61 の の の の の 
01:001002:0047 B00 BG-01-5530-10-0305 02 もみちは 紅葉葉 もみぢば 紅葉葉 もみぢば 
01:001002:0047 C00 BG-01-5530-10-0300 02 紅葉 紅葉 もみじ 紅葉 もみじ 
01:001002:0047 C01 BG-01-5530-09-0100 02 葉 葉 は 葉 は 
01:001002:0048 A00 BG-08-0061-10-0100 61 を を を を を 
01:001002:0049 A00 BG-02-1556-01-0202 47 見 見る みる 見 み 
01:001002:0049 A10 BG-02-3060-05-1000 47 見 見る みる 見 み 
01:001002:0049 A20 BG-02-3090-02-0100 47 見 見る みる 見 み 
01:001002:0049 A30 BG-02-3510-01-0800 47 見 見る みる 見 み 
01:001002:0050 A00 BG-08-0064-16-0100 64 て て て て て 
01:001002:0051 A00 BG-01-1990-06-0200 66 のみ のみ のみ のみ のみ 
01:001002:0051 A10 BG-08-0066-20-0100 66 のみ のみ のみ のみ のみ 
01:001002:0052 A00 BG-02-3040-06-0200 47 しのふ 忍ぶ しのぶ 忍ぶ しのぶ 
